y_vals,x_vals
29904.757533985594,-416538.8503636004
29487.491501574845,-416538.8503636004
29174.541977266777,-416364.98951676255
29047.044022919046,-415982.4956537194
29070.225469164092,-415727.4997450239
29139.769807899214,-415437.7316669609
29348.402824104593,-415066.8285270402
29962.7111495982,-414985.6934651826
30194.52561204862,-415136.37286577537
30449.521520744074,-415449.3223900834
30449.521520744074,-415831.8162531266
30368.38645888643,-416225.9008392923
29951.120426475678,-416550.44108672295
