y_vals,x_vals
7.941232626788885,-12.587905194899381
7.910683653634969,-12.621614406655429
7.871707377542039,-12.646896315472464
7.8358913400512415,-12.666911159952615
7.799021889693065,-12.677445288626382
7.779007045212912,-12.677445288626382
7.7221227503745835,-12.66901798568737
7.688413538618538,-12.66269750848311
7.666291868403631,-12.643736076870333
7.673665758475266,-12.614240516583793
7.69368060295542,-12.59106543350151
7.72633640184409,-12.573157414756112
7.77690021947816,-12.561569873214973
7.858013010266146,-12.56262328608235
7.941232626788885,-12.5647301118171
7.941232626788885,-12.586851782032005
