y_px_mm_ratio,x_px_mm_ratio,y_delta_mm,x_delta_mm,y_delta_px,x_delta_px,chosen_FOV
0.00012030000000000001,0.00012030000000000001,-8.701867471277684,1.9356987620565385,-72334.72544702978,16090.59652582326,1
