y_vals,x_vals,shape_id
1.7336343907705734,10.891079147766174,0
1.7460800187980843,10.85581653502156,0
1.8186795156252324,10.841296635656132,0
1.8843647746593188,10.837148092980295,0
1.9618042379416103,10.843370906994048,0
1.9970668506862248,10.864113620373235,0
2.048923634134188,10.911130437366056,0
2.085569094437415,10.980964239075979,0
2.117374588285499,11.019683970717123,0
2.061369262161699,11.035586717641165,0
2.01780956406541,11.04042668409631,0
1.9597299666036916,11.059095126137574,0
1.889204741114462,11.068083635268554,0
1.8587820948249902,11.059786549916883,0
1.8020853449218843,11.150363065005989,0
1.7751198175289433,11.136534589419865,0
1.7336343907705734,10.892461995324787,0
