y_px_mm_ratio,x_px_mm_ratio,y_delta_mm,x_delta_mm,y_delta_px,x_delta_px,chosen_FOV
0.00012030000000000001,0.00012030000000000001,0.851408064132304,0.006948088193107647,7077.373766685818,57.75634408235783,180
