y_vals,x_vals
66303.83106500976,-114513.30129975472
65720.90850104249,-114761.58313255559
65299.90887151058,-114912.71120469524
65008.44758952696,-114718.40368337283
64889.704104274366,-114254.22460465816
64803.345205908845,-113822.43011283055
64986.85786493558,-113606.53286691675
65397.062632171794,-113304.27672263744
66001.57492073043,-113196.32809968054
66390.18996337528,-113174.73837508916
66584.4974846977,-113325.86644722882
66584.4974846977,-113325.86644722882
66476.5488617408,-114211.0451554754
66379.39510107959,-114426.9424013892
