y_vals,x_vals
7.466037357977697,-54.70163495949311
7.414007829861874,-54.688062039115074
7.402697062880174,-54.63942574109376
7.419663213352725,-54.602100210054154
7.445677977410636,-54.594182673166955
7.50675611911182,-54.60888667024317
7.5293776530752226,-54.61793528382852
7.550868110340453,-54.58852728967611
7.566703184114835,-54.50935192080421
7.6153394821361475,-54.4867303868408
7.692252697611711,-54.49917223052068
7.704694541291583,-54.52292484118224
7.736364688840345,-54.561381448920024
7.773690219879957,-54.595313749865134
7.801967137334209,-54.622459590621204
7.8370305149774815,-54.652998661471806
7.820064364504931,-54.7061592662858
7.821195441203099,-54.74574695072175
7.851734512053692,-54.78759678855404
7.870962815922583,-54.83623308657535
7.860783125639053,-54.87355861761497
7.800836060636039,-54.84075739336803
7.779345603370807,-54.8192669361028
7.702432387895243,-54.76723740798698
7.6775487005355005,-54.73896049053273
7.65945147336478,-54.71860110996566
7.626650249117849,-54.68579988571873
7.575751797700195,-54.695979576002266
7.535033036566072,-54.69711065270043
7.468299511374037,-54.70050388279494
