y_vals,x_vals
3.5316972857644733,-12.546036148315181
3.4695459265892628,-12.570264644264842
3.4210889346899456,-12.556570276988946
3.404234328811923,-12.510220110824385
3.404234328811923,-12.479671137670467
3.4221423475573225,-12.451228990251302
3.4010740902097933,-12.433320971505903
3.3979138516076635,-12.38381056673921
3.4210889346899456,-12.33535357483989
3.4537447335786156,-12.314285317492365
3.4948278354062974,-12.30691142742073
3.4990414868758033,-12.275309041399435
3.5348575243666023,-12.244760068245519
3.566459910387896,-12.227905462367493
3.6317715081652358,-12.221584985163236
3.686548977268812,-12.19103601200932
3.762394703719916,-12.171021167529165
3.8224392371603737,-12.177341644733424
3.824546062895127,-12.198409902080952
3.8013709798128446,-12.233172526704378
3.737112794902881,-12.276362454266811
3.7244718404943638,-12.319552381829245
3.702350170279458,-12.361688896524303
3.6675875456560356,-12.420680017097384
3.6475727011758834,-12.453335815986055
3.623344205226225,-12.477564311935712
3.575940626194284,-12.521807652365526
3.5348575243666023,-12.54392932258043
