y_vals,x_vals
29357.417171774505,-104289.57729272802
28840.780769653054,-104490.97792406351
28437.97950698209,-104377.14278461301
28297.874719966105,-103991.85462031906
28297.874719966105,-103737.91469385258
28446.73605617059,-103501.4878657631
28271.605072400605,-103352.62652955862
28245.335424835106,-102941.06871769916
28437.97950698209,-102538.26745502818
28709.432531825565,-102363.13647125821
29050.937950177035,-102301.84062693872
29085.96414693103,-102039.14415128373
29383.68681934,-101785.20422481727
29646.383294994976,-101645.09943780127
30189.289344681925,-101592.56014267028
30644.629902483885,-101338.62021620381
31275.101444055825,-101172.24578162232
31774.22474780028,-101224.78507675331
31791.73784617728,-101399.91606052329
31599.093764030295,-101688.88218374377
31064.944263531845,-102047.90070047224
30959.865673269855,-102406.9192172007
30775.97814031137,-102757.18118474066
30487.0120170909,-103247.54793929662
30320.63758250942,-103519.0009641401
30119.236951173934,-103720.40159547557
29725.19223769147,-104088.17666139256
29383.68681934,-104272.06419435103
