y_vals,x_vals,shape_id
-2.632064971518841,-20.412968996677378,0
-2.6253339426754954,-20.352389737087265,0
-2.6536042638175488,-20.32277321017654,0
-2.7087987003329856,-20.32142700440787,0
-2.7586083137737463,-20.341620090937912,0
-2.7828400176097916,-20.35373594285593,0
-2.8353420425878904,-20.382006263997987,0
-2.8380344541252285,-20.383352469766653,0
-2.8770744214166353,-20.42239243705806,0
-2.893228890640666,-20.472202050498822,0
-2.893228890640666,-20.50989581202156,0
-2.893228890640666,-20.51797304663358,0
-2.90265233102135,-20.585283335067036,0
-2.9268840348573955,-20.649901211963158,0
-2.917460594476711,-20.702403236941255,0
-2.867650981035951,-20.74413561577,0
-2.798994486833822,-20.70644185424726,0
-2.734376609937701,-20.606822627365744,0
-2.720914552251008,-20.530088898551597,0
-2.715529729176332,-20.465471021655475,0
-2.6347573830561797,-20.412968996677378,0
