y_vals,x_vals
8.163673094257614,-54.187489907881194
8.038123580760734,-54.197669598164715
8.001929126419292,-54.198800674862895
7.947637444907129,-54.159212990426944
7.897870070187646,-54.12528068948183
7.853758078959014,-54.078906544856856
7.830005468297442,-54.04158101381726
7.831136544995612,-53.94883272456731
7.910311913867516,-53.92847334400024
7.979307592455891,-53.93865303428378
8.042647887553414,-53.94770164786913
8.036992504062566,-53.98728933230509
7.988356206041251,-53.99860009928679
7.945375291510789,-54.00991086626849
7.925015910943728,-54.04836747400628
7.952161751699809,-54.09134838853674
8.031337120571713,-54.118494229292814
8.13087187001068,-54.10605238561295
8.178377091333823,-54.07325116136602
8.217964775769776,-54.11057669240562
8.220226929166115,-54.137722533161714
8.190818935013693,-54.180703447692174
8.165935247653952,-54.185227754484856
