y_vals,x_vals,shape_id
-2.9141517407002975,-22.755624171070195,0
-2.9364300268186256,-22.755624171070195,0
-2.9698474559961183,-22.749626170961417,0
-2.998123742223227,-22.737630170743856,0
-3.0195451711831587,-22.7247773133679,0
-3.022972599816747,-22.713638170308737,0
-3.033254885717514,-22.694787312823994,0
-3.0126903139159804,-22.68707559839842,0
-2.9775591704216935,-22.703355884407966,0
-2.9227203122842695,-22.715351884625527,0
-2.865310882671655,-22.7256341705263,0
-2.8293228820189706,-22.73248902779347,0
-2.7941917385246837,-22.741057599377445,0
-2.7693428809311635,-22.75133988527821,0
-2.766772309455972,-22.764192742654174,0
-2.7761977381983414,-22.769333885604553,0
-2.821611167593395,-22.773618171396542,0
-2.8430325965533267,-22.773618171396542,0
-2.8910165974235724,-22.76333588549577,0
-2.9141517407002975,-22.755624171070195,0
