y_vals,x_vals
61387.858002199166,-115351.25379563234
61671.98262597833,-114740.38585450714
61700.39508835624,-114307.09580324392
61679.08574157281,-113866.70263638621
60848.021217018766,-113944.83690792548
60237.153275893565,-113930.63067673652
59867.791264980646,-113781.46524925246
59484.22302287878,-113880.90886757517
59171.685936721704,-114072.6929886261
59043.82985602108,-114626.73600499547
58816.530156997746,-115152.36655898692
58702.88030748608,-115528.83168549433
58731.292769864005,-115990.53419913545
58631.84915154129,-116473.54605956003
59164.58282112722,-116608.50525585513
59874.894380575126,-116622.71148704409
60478.65920610585,-116317.27751648148
60748.57759869605,-116118.39027983608
61011.39287569178,-115820.05942486796
61387.858002199166,-115337.04756444338
