y_vals,x_vals
7.38495931766456,-13.876755831614572
7.419139509905194,-13.803268418297211
7.422557529129256,-13.751143625130245
7.41999401471121,-13.698164327157262
7.320016952407358,-13.707563880023436
7.246529539089996,-13.705854870411404
7.202095289177172,-13.687910269485073
7.155952029652318,-13.699873336769294
7.118353818187622,-13.722944966531722
7.102972731679337,-13.789596341400957
7.075628577886829,-13.852829697046127
7.061956500990576,-13.898118451764969
7.0653745202146405,-13.953661264155995
7.053411452930418,-14.011767590965073
7.117499313381605,-14.028003182279372
7.202949793983188,-14.029712191891404
7.275582702494534,-13.992968485232723
7.308053885123136,-13.969042350664282
7.339670562945722,-13.933153148811616
7.38495931766456,-13.87504682200254
