y_vals,x_vals,shape_id
-6.317608856574466,49.35944924857838,0
-6.355064488887448,49.34165782322971,0
-6.410311546549095,49.35195812211579,0
-6.461813040979444,49.37724067392704,0
-6.4828818341554975,49.390350145236596,0
-6.522210248084128,49.44419261668651,0
-6.5390652826249696,49.50084426055989,0
-6.533915133181934,49.58371484705236,0
-6.5170600986410925,49.63755731850227,0
-6.488500179002443,49.693272571567825,0
-6.453385523709024,49.71668234176344,0
-6.40937515574127,49.729323617669074,0
-6.3349320865192205,49.737282939535575,0
-6.278280442645836,49.736814744131664,0
-6.244570373564153,49.71059580151258,0
-6.21273308609812,49.66518084733309,0
-6.197750833172927,49.63381175527097,0
-6.184641361863384,49.59869709997756,0
-6.174341062977313,49.56826439872326,0
-6.162636177879506,49.52331763994767,0
-6.159827005456034,49.47556170874862,0
-6.161699787071683,49.450279156937356,0
-6.176213844592962,49.420782846490894,0
-6.201028201000313,49.40345961654613,0
-6.228651729831136,49.39315931766007,0
-6.245506764371977,49.38754097281312,0
-6.280153224261485,49.374899696907484,0
-6.299349235821888,49.366472179637064,0
-6.318077051978379,49.35851285777056,0
