y_vals,x_vals
8.092016148388431,-12.7583208605047
8.05356343211772,-12.743794278802433
8.026219278325213,-12.721577153846019
8.019383239877087,-12.67628839912718
8.062108480177878,-12.656634788588816
8.152685989615557,-12.631854149214359
8.190284201080255,-12.631854149214359
8.216773850066744,-12.627581625184279
8.24839052788933,-12.683124437575307
8.273171167263788,-12.72926769710016
8.277443691293866,-12.766865908564858
8.268044138427692,-12.786519519103223
8.198829249140411,-12.771992937400954
8.130468864659145,-12.763447889340794
8.08859812916437,-12.756611850892668
