y_vals,x_vals
6.917545188773901,-14.028857687085388
6.950016371402502,-13.981005417948504
6.991032602091263,-13.969896855470298
7.014958736659706,-14.000659028486867
7.025212794331895,-14.057056345683913
7.025212794331895,-14.119435196523069
7.032048832780022,-14.177541523332144
7.027776308749943,-14.240774878977316
7.026067299137911,-14.322807340354835
6.979069534807041,-14.337333922057105
6.93634429450625,-14.295463186562328
6.932926275282186,-14.21941225882692
6.930362760864138,-14.1211442061351
6.917545188773901,-14.028003182279372
