y_vals,x_vals
57502.45377201912,-116615.6083714496
57772.372164609325,-116217.83389815879
58113.32171314432,-116125.49339543056
58312.20894978973,-116381.2055568318
58397.44633692348,-116850.01118606742
58397.44633692348,-117368.5386244644
58454.271261679314,-117851.55048488897
58418.75568370692,-118377.18103888042
58404.54945251796,-119059.08013595041
58013.878094821615,-119179.83310105656
57658.722315097664,-118831.78043692707
57630.30985271974,-118199.60314901844
57609.0005059363,-117382.74485565335
57502.45377201912,-116608.50525585513
