y_vals,x_vals
22663.533400872468,-101635.53297096367
22301.274505554033,-101827.31709201462
21953.221841424558,-101848.62643879805
21129.260432464987,-101791.80151404222
20184.546058399275,-101933.8638259318
20063.79309329313,-101727.87347369191
20497.083144556353,-101408.23327194035
21065.33239211468,-101124.1086481612
21299.73520673249,-100911.01518032682
21704.61279561779,-100839.98402438204
22102.38726890862,-100889.70583354338
22556.98666695528,-101045.97437662192
22805.595712762046,-101180.93357291703
22798.492597167566,-101450.85196550723
22663.533400872468,-101635.53297096367
