y_vals,x_vals
2.726423068124958,-12.22675461640693
2.6828433230181505,-12.24982624616936
2.6409725875233745,-12.252389760587405
2.541850030025538,-12.245553722139281
2.428200890825433,-12.262643818259596
2.413674309123164,-12.237863178885139
2.4657991022901293,-12.199410462614425
2.5341594867713964,-12.165230270373794
2.562358145369919,-12.139595126193317
2.6110649193128204,-12.13105007813316
2.658917188449707,-12.13703161177527
2.7136054960347202,-12.155830717507618
2.7435131642452744,-12.17206630882192
2.7426586594392584,-12.204537491450521
2.726423068124958,-12.22675461640693
