y_px_mm_ratio,x_px_mm_ratio,y_delta_mm,x_delta_mm,y_delta_px,x_delta_px,chosen_FOV
0.00012030000000000001,0.00012030000000000001,2.160817492953867,2.5201783846775743,17961.907672101966,20949.1137545933,1
