y_px_mm_ratio,x_px_mm_ratio,y_delta_mm,x_delta_mm,y_delta_px,x_delta_px,chosen_FOV
0.00012030000000000001,0.00012030000000000001,-1.3391631993493485,6.647843556669309,-11131.863668739388,55260.54494321952,1
